requested_name,source_group,object_kind,database,schema,object_name,select_sql,ordinal_position,column_name,data_type,error
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,17,MATERIAL_GROUP_DESCRIPTION,TEXT,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,18,MATERIAL_ID,TEXT,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,19,MATERIAL_NUMBER,TEXT,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,20,PRFT_CNTR_ID,TEXT,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,21,PO_SCHD_LINE_QTY,NUMBER,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,22,RECEIVED_QTY,NUMBER,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,23,SHIPPED_NOT_RECEIVED_QTY,NUMBER,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,24,STATISTICS_RELEVANT_DATE,DATE,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,25,PO_SCHD_LINE_DELIVERY_DATE,DATE,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,26,PO_COMMIT_DT,DATE,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,27,EXCPTN_MSG_NUM,TEXT,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,28,EXCPTN_MSG_DESC,TEXT,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,29,EXCPTN_RSCHD_DT,DATE,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,30,OPEN_QTY,NUMBER,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,31,OPEN_SUPPLYING_PLANT_QTY,NUMBER,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,32,OPEN_VALUE_IN_DC,FLOAT,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,33,OPEN_VALUE_IN_USD,FLOAT,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,34,DOCUMENT_CURRENCY,TEXT,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,35,OVERRIDE_DATE,DATE,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,36,TRADE_OFF_ZONE,NUMBER,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,37,DWH_CHANGE_DATE,TIMESTAMP_LTZ,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,38,ELIKZ_EKPO,TEXT,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,39,MENGE_EKPO,NUMBER,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,40,LOEKZ_EKPO,TEXT,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,41,LOEKZ_EKKO,TEXT,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,42,MENGE_EKET,NUMBER,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,43,WEMNG_EKET,NUMBER,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,44,STATU_EKKO,TEXT,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,45,EREKZ_EKPO_FINALINVIND,TEXT,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,46,EGLKZ_EKPO_OUTWARDDELCOMPLETEIND,TEXT,
AIML_OPEN_PURCHASE_ORDERS,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,AIML_OPEN_PURCHASE_ORDERS,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.AIML_OPEN_PURCHASE_ORDERS,47,REASON_FOR_CANCELLATION,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,1,TAS_SOURCE_ID,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,2,PLANT_ID,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,3,PLANT_NAME,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,4,PLANT_NAME_2,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,5,VALUATION_AREA_ID,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,6,PLANT_CATEGORY,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,7,PURCHASING_ORGANISATION_ID,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,8,CUSTOMER_ID,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,9,VENDOR_ID,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,10,SALES_ORGANISATION_ID,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,11,DISTRIBUTION_CHANNEL_ID,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,12,DIVISION_ID,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,13,ADDRESS_ID,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,14,SALES_DISTRICT_ID,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,15,ADDRESS,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,16,CITY,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,17,REGION,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,18,COUNTRY,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,19,SALES_OPER_PLANNING_PLANT_IND,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,20,FACTORY_CALENDAR_CD,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,21,PLANNING_PLANT,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,22,SHIPPING_PLANT,TEXT,
DEMO_PUBLISHED.CORE_PLANT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,CORE_PLANT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.CORE_PLANT,23,DWH_CHANGE_DATE,TIMESTAMP_NTZ,
EDW_INVENTORY_SEGMENTATION_SNAPSHOT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,EDW_INVENTORY_SEGMENTATION_SNAPSHOT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.EDW_INVENTORY_SEGMENTATION_SNAPSHOT,1,TAS_SOURCE_ID,TEXT,
EDW_INVENTORY_SEGMENTATION_SNAPSHOT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,EDW_INVENTORY_SEGMENTATION_SNAPSHOT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.EDW_INVENTORY_SEGMENTATION_SNAPSHOT,2,SNAPSHOT_ID,TEXT,
EDW_INVENTORY_SEGMENTATION_SNAPSHOT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,EDW_INVENTORY_SEGMENTATION_SNAPSHOT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.EDW_INVENTORY_SEGMENTATION_SNAPSHOT,3,SNAPSHOT_TYPE,TEXT,
EDW_INVENTORY_SEGMENTATION_SNAPSHOT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,EDW_INVENTORY_SEGMENTATION_SNAPSHOT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.EDW_INVENTORY_SEGMENTATION_SNAPSHOT,4,MATERIAL_NUMBER,TEXT,
EDW_INVENTORY_SEGMENTATION_SNAPSHOT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,EDW_INVENTORY_SEGMENTATION_SNAPSHOT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.EDW_INVENTORY_SEGMENTATION_SNAPSHOT,5,MATERIAL_ID,TEXT,
EDW_INVENTORY_SEGMENTATION_SNAPSHOT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,EDW_INVENTORY_SEGMENTATION_SNAPSHOT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.EDW_INVENTORY_SEGMENTATION_SNAPSHOT,6,MATERIAL_DESCRIPTION,TEXT,
EDW_INVENTORY_SEGMENTATION_SNAPSHOT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,EDW_INVENTORY_SEGMENTATION_SNAPSHOT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.EDW_INVENTORY_SEGMENTATION_SNAPSHOT,7,MATERIAL_TYPE,TEXT,
EDW_INVENTORY_SEGMENTATION_SNAPSHOT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,EDW_INVENTORY_SEGMENTATION_SNAPSHOT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.EDW_INVENTORY_SEGMENTATION_SNAPSHOT,8,PLANT_ID,TEXT,
EDW_INVENTORY_SEGMENTATION_SNAPSHOT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,EDW_INVENTORY_SEGMENTATION_SNAPSHOT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.EDW_INVENTORY_SEGMENTATION_SNAPSHOT,9,PLANT_NAME,TEXT,
EDW_INVENTORY_SEGMENTATION_SNAPSHOT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,EDW_INVENTORY_SEGMENTATION_SNAPSHOT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.EDW_INVENTORY_SEGMENTATION_SNAPSHOT,10,COMPANY_CODE,TEXT,
EDW_INVENTORY_SEGMENTATION_SNAPSHOT,DEMO_PUBLISHED,TABLE_OR_VIEW,DEMO_ANALYTICS,DEMO_PUBLISHED,EDW_INVENTORY_SEGMENTATION_SNAPSHOT,SELECT * FROM DEMO_ANALYTICS.DEMO_PUBLISHED.EDW_INVENTORY_SEGMENTATION_SNAPSHOT,11,PROFIT_CENTER,TEXT,
